customerID,phoneservice,internetservice,onlinesecurity,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,churn,tenure,monthlycharges
7861-UVUFT,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,15,84.3
1830-GGFNM,Yes,Fiber optic,Yes,Yes,No,No,Two year,No,Credit card (automatic),No,65,94.55
5302-BDJNT,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,No,35,95.5
5223-UZAVK,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No,64,100.3
4859-ZSRDZ,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,58,55.5
5651-WYIPH,Yes,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,18,49.85
9350-VLHMB,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,67,89.55
3498-LZGQZ,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,63,19.15
8785-CJSHH,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,60,99.8
5357-TZHPP,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,9,84.4
3870-SPZSI,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,70,113.05
0680-DFNNY,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,15,101.1
7560-QRBXH,Yes,No,No,No,No,No,One year,No,Mailed check,No,48,19.95
7077-XJMET,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,12,74.15
8752-GHJFU,Yes,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,No,71,92.0
6896-SRVYQ,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,No,44,73.85
7767-UXAGJ,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,50.45
4652-ODEVH,Yes,No,No,No,No,No,Two year,No,Mailed check,No,45,24.45
6510-UPNKS,Yes,No,No,No,No,No,One year,No,Credit card (automatic),No,23,24.8
6718-BDGHG,Yes,DSL,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),No,43,64.85
9046-DQMTP,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,35,20.75
6439-LAJXL,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,No,9,68.95
1571-SAVHK,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,12,99.95
9052-VKDUW,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,65,109.4
9546-CQJSU,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,2,91.4
1666-JZPZT,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,No,27,49.0
5777-KJIRB,Yes,DSL,No,No,No,No,One year,Yes,Mailed check,No,40,50.25
0506-LVNGN,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,5,75.55
7677-SJJJK,Yes,No,No,No,No,No,One year,No,Credit card (automatic),No,8,19.9
2480-EJWYP,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,58,97.8
3253-HKOKL,Yes,Fiber optic,Yes,No,Yes,Yes,One year,No,Electronic check,No,52,100.3
7055-HNEOJ,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,3,55.8
5514-YQENT,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,41,111.15
3211-AAPKX,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No,20,98.55
8445-DNBAE,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,No,1,50.05
2951-QOQTK,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Credit card (automatic),Yes,4,80.8
2958-NHPPS,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No,23,20.85
6806-YDEUL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,6,19.5
1735-XMJVH,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,8,19.35
6890-PFRQX,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,No,18,69.5
0222-CNVPT,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,52,48.8
5899-OUVKV,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,31,94.5
8681-ICONS,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,29,20.65
1621-YNCJH,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),No,36,106.05
3473-XIIIT,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,16,100.0
6362-QHAFM,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,No,42,108.3
7893-IXHRQ,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,1,20.55
3070-BDOQC,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,No,60,99.65
2952-QAYZF,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,5,85.3
6234-PFPXL,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),No,22,95.9
9824-QCJPK,Yes,No,No,No,No,No,One year,No,Mailed check,No,36,20.0
4763-PGDPO,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,Yes,4,70.4
4283-IVYCI,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,No,9,64.95
1866-OBPNR,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Credit card (automatic),No,1,74.6
8205-MQUGY,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,12,49.2
8970-ANWXO,Yes,DSL,No,Yes,Yes,Yes,One year,Yes,Mailed check,No,23,73.75
9480-BQJEI,Yes,Fiber optic,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),No,62,92.3
5394-SVGJV,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,37,98.8
6979-TNDEU,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,8,19.2
9777-WJJPR,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card (automatic),No,31,88.65
9283-LZQOH,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,13,74.4
7079-QRCBC,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,24,98.75
9495-SKLKD,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,45,95.95
6048-UWKAL,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,69,105.4
5067-DGXLL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,2,20.25
5469-CTCWN,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes,61,106.0
9851-QXEEQ,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,41,104.7
6281-FKEWS,No,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,No,44,49.05
8898-KASCD,No,DSL,No,Yes,No,No,One year,No,Mailed check,No,39,35.55
9242-TKFSV,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,65.1
9290-SHCMB,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,13,96.85
0743-HNPFG,Yes,DSL,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),No,51,69.75
2277-BKJKN,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,No,71,99.2
9809-IMGCQ,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,22,96.7
5208-HFSBT,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),Yes,2,55.05
5035-PGZXH,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,No,56,106.8
8695-WDYEA,Yes,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,No,1,51.25
6543-JXSOO,Yes,DSL,Yes,Yes,No,No,One year,Yes,Mailed check,No,23,57.75
8016-ZMGMO,Yes,DSL,No,No,Yes,No,One year,Yes,Bank transfer (automatic),No,66,70.85
8605-ITULD,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,19.55
3254-YRILK,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,19,88.2
6416-YJTTB,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,11,79.5
2667-WYLWJ,Yes,No,No,No,No,No,One year,Yes,Mailed check,Yes,8,19.75
4472-VESGY,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No,52,98.15
3195-TQDZX,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,3,20.25
3128-YOVTD,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,51,79.15
0529-ONKER,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,Yes,15,75.65
1728-CXQBE,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,64,94.25
7041-TXQJH,No,DSL,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,37,40.2
5014-GSOUQ,Yes,No,No,No,No,No,Two year,No,Mailed check,No,13,19.95
5724-BIDBU,Yes,DSL,Yes,No,No,No,One year,Yes,Electronic check,No,49,55.35
0481-SUMCB,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,45,102.15
1769-GRUIK,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,18,71.1
5240-IJOQT,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,74.7
8819-WFGGJ,No,DSL,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,68,54.1
7427-AUFPY,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),No,54,19.65
2811-POVEX,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,23,88.45
1092-GANHU,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,17,76.65
7898-PDWQE,Yes,DSL,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,71,80.4
9972-EWRJS,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,67,19.25
9314-IJWSQ,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,14,84.8
0661-XEYAN,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,25.8
5799-JRCZO,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),No,63,19.5
1921-KYSAY,Yes,DSL,No,Yes,No,Yes,One year,Yes,Electronic check,No,41,68.6
6198-RTPMF,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,17,92.6
2924-KHUVI,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,56,100.55
1925-GMVBW,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,5,20.55
7881-EVUAD,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,2,42.6
6184-DYUOB,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,3,19.6
9207-ZPANB,Yes,DSL,Yes,Yes,No,No,One year,No,Electronic check,No,37,67.45
5766-XQXMQ,Yes,DSL,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,29,68.85
9327-QSDED,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,No,8,43.55
1656-DRSMG,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,63,109.85
3012-VFFMN,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,7,20.65
2984-AFWNC,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,3,95.4
0640-YJTPY,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,72,21.0
8096-LOIST,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,19,56.2
9764-REAFF,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,59,18.4
3703-VAVCL,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),Yes,2,90.0
7107-UBYKY,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,35,25.75
4881-GQJTW,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,14,19.6
8519-QJGJD,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,Yes,14,75.35
7876-DNYAP,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),No,69,19.8
7905-NJMXS,Yes,DSL,Yes,Yes,No,No,Month-to-month,No,Electronic check,No,7,64.2
2882-WDTBA,Yes,DSL,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No,69,75.75
2091-GPPIQ,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No,72,78.95
6326-MTTXK,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,8,100.85
5071-FBJFS,Yes,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,No,4,50.3
2796-UUZZO,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,63,80.3
2429-AYKKO,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,72,19.85
9798-OPFEM,Yes,No,No,No,No,No,Two year,Yes,Electronic check,No,46,21.1
0330-IVZHA,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,Yes,5,69.95
3794-NFNCH,Yes,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,No,30,50.0
5193-QLVZB,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,63,104.75
7114-AEOZE,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,60,19.85
2886-KEFUM,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,Yes,63,107.5
5522-NYKPB,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,No,25,85.9
4237-RLAQD,Yes,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,45.85
9957-YODKZ,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,6,80.8
6518-KZXCB,Yes,No,No,No,No,No,Two year,No,Mailed check,No,22,25.25
2245-ADZFJ,Yes,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,31,80.55
7776-QGYJC,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,39,81.5
9313-QOLTZ,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,26,20.9
9651-GTSAQ,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,53,106.1
3186-BAXNB,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes,1,91.7
4672-FOTSD,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,No,12,67.25
0637-YLETY,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,16,95.6
9818-XQCUV,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,2,20.35
7338-ERIVA,No,DSL,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),No,39,45.05
1157-BQCUW,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,74.95
8259-NFJTV,No,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,No,7,34.65
3223-DWFIO,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,No,4,69.35
2660-EMUBI,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,10,95.35
6968-GMKPR,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,55,81.55
4751-ERMAN,Yes,DSL,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,75.4
1436-ZMJAN,Yes,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,10,67.8
3292-PBZEJ,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,11,111.4
0799-DDIHE,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,No,15,46.3
3070-FNFZQ,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,23,20.4
2812-SFXMJ,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,20.05
7675-OZCZG,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,Yes,3,45.0
5014-WUQMG,Yes,Fiber optic,Yes,No,No,Yes,One year,Yes,Electronic check,No,47,96.1
5312-TSZVC,Yes,No,No,No,No,No,One year,No,Mailed check,No,15,19.65
2003-CKLOR,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,66,99.5
0993-OSGPT,Yes,DSL,No,Yes,No,No,One year,Yes,Bank transfer (automatic),No,68,60.65
9254-RBFON,Yes,Fiber optic,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),Yes,17,98.6
1205-WNWPJ,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,Yes,7,59.5
9391-EOYLI,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,12,80.45
7108-DGVUU,Yes,DSL,No,No,No,Yes,One year,No,Bank transfer (automatic),No,21,71.7
2782-JEEBU,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,21,36.0
5127-BZENZ,Yes,DSL,Yes,No,Yes,No,One year,No,Bank transfer (automatic),No,56,65.2
2720-FVBQP,Yes,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,6,48.95
9906-NHHVC,No,DSL,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,65,53.5
4522-XRWWI,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No,42,80.45
3766-EJLFL,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,68,109.05
5939-SXWHM,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,48,26.3
8152-UOBNY,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,No,50,106.8
7351-KYHQH,Yes,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,7,64.95
7643-RCHXS,Yes,No,No,No,No,No,Two year,No,Electronic check,No,63,19.35
8246-SHFGA,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,17,21.1
8387-MOJJT,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,42,77.95
0620-XEFWH,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,4,18.85
6485-QXWWE,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,62,26.0
2761-OCIAX,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,2,74.7
7321-VGNKU,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,2,70.35
5327-CNLUQ,Yes,Fiber optic,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),No,48,96.9
7552-KEYGT,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,27,19.55
5816-JMLGY,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,70,80.4
3068-OMWZA,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,1,88.8
2927-QRRQV,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,No,46,94.65
6032-KRXXO,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,30,90.25
7459-RRWQZ,Yes,DSL,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,15,64.65
6265-SXWBU,Yes,Fiber optic,No,No,Yes,No,One year,No,Credit card (automatic),No,69,95.75
7941-RCJOW,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,65,19.55
6374-NTQLP,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,104.1
4154-AQUGT,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,13,89.05
2387-KDZQY,Yes,No,No,No,No,No,One year,Yes,Mailed check,No,17,20.1
3584-WKTTW,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,51,111.55
3399-BMLVW,Yes,DSL,Yes,Yes,No,No,Two year,No,Credit card (automatic),No,51,60.5
1971-DTCZB,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,90.95
3092-IGHWF,Yes,Fiber optic,No,No,No,No,One year,No,Electronic check,Yes,67,87.4
3374-PZLXD,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,34,19.7
3813-DHBBB,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No,67,50.95
2812-REYAT,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),No,49,20.05
6518-PPLMZ,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,53,19.4
4939-KYYPY,Yes,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,No,27,59.45
8017-LXHFA,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,23,94.75
5930-GBIWP,Yes,DSL,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),No,69,81.5
6022-KOUQO,No,DSL,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No,2,29.05
6352-TWCAU,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,35,86.45
2361-UPSND,Yes,DSL,Yes,Yes,No,Yes,One year,No,Mailed check,No,46,70.6
6035-RIIOM,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,54,97.2
2929-QNSRW,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,Yes,56,98.25
1262-OPMFY,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,9,75.75
9504-DSHWM,Yes,DSL,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No,20,59.2
5035-BVCXS,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,No,11,75.9
6267-DCFFZ,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,30,90.05
3533-UVMOM,Yes,DSL,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),No,68,70.95
2439-LYPMQ,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,38,102.6
4248-QPAVC,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,17,85.35
1899-VXWXM,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),Yes,48,106.1
1478-VPOAD,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,No,1,43.8
9995-HOTOH,No,DSL,Yes,No,Yes,Yes,Two year,No,Electronic check,No,63,59.0
2988-PLAHS,Yes,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,No,3,69.95
1371-OJCEK,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,48,24.35
4999-IEZLT,No,DSL,No,Yes,No,No,One year,No,Credit card (automatic),No,66,29.45
8883-ANODQ,Yes,Fiber optic,No,No,No,No,Two year,Yes,Credit card (automatic),No,68,84.4
4690-LLKUA,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,17,45.05
2351-RRBUE,Yes,No,No,No,No,No,One year,No,Mailed check,No,7,20.65
5980-BDHPY,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,87.1
1498-DQNRX,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,29,19.85
9469-WEJBT,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,No,37,90.35
3331-HQDTW,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,34,109.8
9490-DFPMD,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,42,84.65
2581-VKIRT,Yes,DSL,Yes,Yes,No,No,One year,No,Mailed check,No,59,65.5
5442-XSDCW,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,11,79.5
7426-WEIJX,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,60,80.95
2851-MMUTZ,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,27,56.15
3049-NDXFL,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Mailed check,Yes,1,85.8
8580-AECUZ,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,1,79.1
3307-TLCUD,No,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,No,17,34.4
6625-FLENO,Yes,No,No,No,No,No,Two year,No,Mailed check,No,58,20.75
2967-MXRAV,Yes,No,No,No,No,No,One year,No,Mailed check,No,1,18.8
7963-GQRMY,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,Yes,3,44.3
8189-HBVRW,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,No,53,90.8
4163-KIUHY,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,35,25.6
1228-FZFRV,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),Yes,50,105.95
3500-NSDOA,Yes,DSL,No,Yes,No,Yes,Two year,No,Credit card (automatic),No,68,70.8
1171-TYKUR,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No,47,25.4
3761-FLYZI,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,65,108.8
2058-DCJBE,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,5,69.75
5364-XYIRR,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,51,94.65
4829-AUOAX,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,46,96.05
1219-NNDDO,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,9,76.85
8388-DMKAE,Yes,No,No,No,No,No,Two year,No,Mailed check,No,8,20.25
4403-BWPAY,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),No,14,24.8
9659-QEQSY,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,45,115.65
5405-ZMYXQ,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,8,74.6
5047-LHVLY,Yes,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,50.15
1442-OKRJE,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,66,103.15
4737-AQCPU,Yes,DSL,Yes,Yes,No,No,Two year,No,Credit card (automatic),No,72,72.1
